Sex,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Marital.Status,Creditability,ID,SVM,SVM (Bad),SVM (Good),Fold
Male,< 0 EU,24.0,Existing Paid,Radio/Television,1823.0,< 100 EU,Unemployed,> 35%,None,1 - 4 Years,Car or Other,30.0,Stores,Own,1,Highly Qualified,>= 3,None,Yes,Single,Bad,544.0,Bad,0.5498901967641964,0.45010980323580363,1
Male,< 0 EU,9.0,Critical Account,Car(New),2799.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Real Estate,36.0,None,Rent,2 or 3,Skilled Official,>= 3,None,Yes,Single,Good,779.0,Good,0.27555072627308613,0.7244492737269138,1
Male,0 <= ... < 200 EU,48.0,Existing Paid,Business,15672.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,23.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Bad,759.0,Bad,0.5231247650856276,0.4768752349143726,1
Male,< 0 EU,13.0,Critical Account,Business,1797.0,< 100 EU,< 1 Year,25% - 35%,None,< 1 Year,Savings Agreement/Life Insurance,28.0,Bank,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Good,856.0,Good,0.1857534276095416,0.8142465723904583,1
Male,< 0 EU,24.0,Existing Paid,Car(Used),2910.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Unknown,34.0,None,For Free,1,Highly Qualified,< 3,Registered,Yes,Single,Good,905.0,Good,0.268060291558933,0.731939708441067,1
Male,>= 200 EU,36.0,Existing Paid,Radio/Television,5848.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,< 1 Year,Car or Other,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,205.0,Good,0.24242753881072826,0.757572461189272,1
Male,0 <= ... < 200 EU,9.0,Critical Account,Radio/Television,1154.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Real Estate,37.0,None,Own,4 or 5,Unskilled Resident,< 3,None,Yes,Single,Good,901.0,Good,0.26574704432294033,0.7342529556770595,1
Male,No Account,21.0,Existing Paid,Car(Used),5248.0,Unknown,1 <= ... < 4 Years,< 20%,None,4 - 7 Years,Car or Other,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,306.0,Good,0.09374454096768485,0.906255459032315,1
Male,< 0 EU,18.0,All Paid,Car(New),1442.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Unknown,32.0,Bank,For Free,2 or 3,Unskilled Resident,>= 3,None,Yes,Single,Bad,583.0,Bad,0.7141108546063141,0.28588914539368593,1
Male,< 0 EU,36.0,Existing Paid,Education,1977.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Unknown,40.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Bad,248.0,Bad,0.49450474606455386,0.5054952539354461,1
Male,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1657.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Real Estate,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,271.0,Good,0.14439888858811825,0.8556011114118819,1
Male,0 <= ... < 200 EU,9.0,Critical Account,Education,1136.0,>= 1000 EU,>= 7 Years,> 35%,None,4 - 7 Years,Unknown,32.0,None,For Free,2 or 3,Skilled Official,>= 3,None,Yes,Single,Bad,227.0,Bad,0.7471426629289586,0.25285733707104135,1
Male,No Account,9.0,Critical Account,Car(New),1224.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,< 1 Year,Real Estate,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,355.0,Good,0.13864384283280806,0.861356157167192,1
Female,0 <= ... < 200 EU,30.0,None Taken,Business,4280.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,26.0,None,Rent,2 or 3,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Bad,503.0,Bad,0.7190362148259162,0.2809637851740839,1
Male,No Account,12.0,Critical Account,Radio/Television,1655.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Real Estate,63.0,None,Own,2 or 3,Unskilled Resident,< 3,Registered,Yes,Single,Good,915.0,Good,0.19694179947594284,0.8030582005240572,1
Male,< 0 EU,36.0,Critical Account,Furniture/Equipment,2348.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,46.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,359.0,Good,0.2960433550988815,0.7039566449011183,1
Male,< 0 EU,27.0,None Taken,Business,5293.0,< 100 EU,Unemployed,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,50.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Bad,518.0,Bad,0.5271786232837689,0.47282137671623103,1
Male,< 0 EU,9.0,Existing Paid,Radio/Television,1364.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Real Estate,59.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,576.0,Good,0.14877223484347674,0.8512277651565231,1
Male,No Account,18.0,Critical Account,Radio/Television,1169.0,Unknown,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,29.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,666.0,Good,0.09707025214533152,0.9029297478546686,1
Male,No Account,12.0,Existing Paid,Radio/Television,2279.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,37.0,None,For Free,1,Skilled Official,< 3,Registered,Yes,Single,Good,235.0,Good,0.15843609033087624,0.8415639096691239,1
Female,0 <= ... < 200 EU,27.0,None Taken,Business,8318.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,42.0,Stores,For Free,2 or 3,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Bad,161.0,Bad,0.7652058826284379,0.23479411737156225,1
Male,No Account,24.0,Existing Paid,Radio/Television,999.0,Unknown,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,25.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,871.0,Good,0.12388946746543944,0.8761105325345604,1
Female,No Account,24.0,Existing Paid,Car(Used),2679.0,< 100 EU,< 1 Year,> 35%,None,< 1 Year,Unknown,29.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,261.0,Good,0.21096092444032513,0.7890390755596747,1
Female,>= 200 EU,18.0,Existing Paid,Car(New),1961.0,< 100 EU,>= 7 Years,25% - 35%,None,1 - 4 Years,Car or Other,23.0,None,Own,1,Highly Qualified,< 3,None,Yes,Divorced/Separated/Married,Good,672.0,Good,0.16291412904144606,0.8370858709585539,1
Male,0 <= ... < 200 EU,54.0,None Taken,Business,15945.0,< 100 EU,< 1 Year,25% - 35%,None,> 7 Years,Unknown,58.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Single,Bad,928.0,Bad,0.7788595646856026,0.22114043531439714,1
Male,< 0 EU,18.0,Existing Paid,Car(Used),7511.0,Unknown,>= 7 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,51.0,None,For Free,1,Skilled Official,>= 3,Registered,Yes,Single,Bad,360.0,Bad,0.45676313969266774,0.5432368603073322,1
Male,0 <= ... < 200 EU,30.0,Critical Account,Car(New),2181.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Real Estate,36.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,386.0,Good,0.22255653507589435,0.7774434649241055,1
Male,0 <= ... < 200 EU,18.0,Existing Paid,Car(New),5866.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,30.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,467.0,Good,0.297529018964476,0.702470981035524,1
Male,No Account,6.0,None Taken,Radio/Television,426.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,39.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,539.0,Good,0.1999133877138709,0.8000866122861293,1
Female,No Account,18.0,Existing Paid,Radio/Television,433.0,< 100 EU,Unemployed,25% - 35%,Co-Applicant,> 7 Years,Real Estate,22.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,269.0,Bad,0.3904220896050992,0.6095779103949008,1
Male,No Account,15.0,Existing Paid,Radio/Television,1979.0,Unknown,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,35.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,870.0,Good,0.1004854905408382,0.8995145094591617,1
Female,No Account,15.0,Critical Account,Education,1532.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Car or Other,31.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,361.0,Good,0.09343182653548686,0.9065681734645131,1
Male,No Account,18.0,Existing Paid,Car(Used),3378.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,< 1 Year,Savings Agreement/Life Insurance,31.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,405.0,Good,0.15372089728355862,0.8462791027164411,1
Female,No Account,60.0,Existing Paid,Radio/Television,10144.0,100 <= ... < 500 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Real Estate,21.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,742.0,Bad,0.4146419688651852,0.5853580311348148,1
Male,No Account,6.0,Existing Paid,Furniture/Equipment,1543.0,>= 1000 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,33.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,180.0,Good,0.14323397486711997,0.85676602513288,1
Male,< 0 EU,12.0,Delay Paid,Car(New),1344.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,43.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Single,Good,417.0,Good,0.1810082639918125,0.8189917360081875,1
Female,No Account,6.0,Existing Paid,Radio/Television,518.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,< 1 Year,Real Estate,29.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,807.0,Good,0.13977524364090416,0.860224756359096,1
Female,0 <= ... < 200 EU,24.0,Existing Paid,Car(New),2718.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Savings Agreement/Life Insurance,20.0,None,Rent,1,Unskilled Resident,< 3,Registered,Yes,Divorced/Separated/Married,Bad,813.0,Bad,0.5713721439221636,0.4286278560778362,1
Male,0 <= ... < 200 EU,45.0,Existing Paid,Radio/Television,3031.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,Guarantor,> 7 Years,Savings Agreement/Life Insurance,21.0,None,Rent,1,Skilled Official,< 3,None,Yes,Single,Bad,447.0,Bad,0.6246646990962699,0.37533530090373,1
Male,No Account,10.0,Critical Account,Car(New),1231.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Real Estate,32.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,No,Single,Good,232.0,Good,0.2722786167944185,0.7277213832055813,1
Female,No Account,10.0,Critical Account,Furniture/Equipment,2146.0,< 100 EU,< 1 Year,< 20%,None,4 - 7 Years,Real Estate,23.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,839.0,Good,0.17286058737214374,0.8271394126278562,1
Male,< 0 EU,18.0,Existing Paid,Appliances,1217.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Real Estate,47.0,None,Own,1,Unskilled Resident,< 3,Registered,Yes,Divorced/Separated/Married,Bad,453.0,Bad,0.626524381544322,0.3734756184556779,1
Male,No Account,15.0,Existing Paid,Furniture/Equipment,2708.0,< 100 EU,< 1 Year,20% - 25%,None,4 - 7 Years,Savings Agreement/Life Insurance,27.0,Bank,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Good,657.0,Bad,0.37118834919687455,0.6288116508031254,1
Male,No Account,12.0,Existing Paid,Radio/Television,707.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,30.0,Bank,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,909.0,Good,0.16317929070407497,0.836820709295925,1
Female,0 <= ... < 200 EU,9.0,Existing Paid,Radio/Television,1206.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,25.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,465.0,Good,0.29910135152285505,0.7008986484771448,1
Male,No Account,12.0,Existing Paid,Radio/Television,2141.0,100 <= ... < 500 EU,4 <= ... < 7 Years,25% - 35%,None,< 1 Year,Unknown,35.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,795.0,Good,0.24002944146567678,0.7599705585343234,1
Male,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1289.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,< 1 Year,Savings Agreement/Life Insurance,21.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Single,Good,560.0,Good,0.1850642315036096,0.8149357684963906,1
Male,0 <= ... < 200 EU,15.0,All Paid,Car(New),1264.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,25.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,362.0,Bad,0.565344047715859,0.43465595228414083,1
Female,0 <= ... < 200 EU,36.0,None Taken,Radio/Television,3804.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,< 1 Year,Car or Other,42.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Bad,683.0,Bad,0.4835836607098651,0.5164163392901349,1
Male,No Account,18.0,Existing Paid,Car(New),6761.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,68.0,Stores,Rent,2 or 3,Skilled Official,< 3,None,Yes,Single,Bad,634.0,Bad,0.5513374753490563,0.4486625246509437,1
Male,0 <= ... < 200 EU,24.0,Critical Account,Radio/Television,1216.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,> 7 Years,Unknown,38.0,Bank,Own,2 or 3,Skilled Official,>= 3,None,Yes,Single,Bad,369.0,Bad,0.47482785565541763,0.5251721443445825,1
Female,No Account,6.0,Delay Paid,Radio/Television,935.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Real Estate,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,158.0,Good,0.14092343853341843,0.8590765614665816,1
Female,No Account,12.0,Existing Paid,Radio/Television,886.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,21.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,615.0,Good,0.09581100048853437,0.9041889995114656,1
Male,0 <= ... < 200 EU,48.0,Existing Paid,Radio/Television,10961.0,>= 1000 EU,4 <= ... < 7 Years,< 20%,Co-Applicant,1 - 4 Years,Unknown,27.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Bad,252.0,Bad,0.6662202466257257,0.33377975337427424,1
Male,No Account,36.0,Existing Paid,Car(New),3079.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,36.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,477.0,Good,0.14885570180904403,0.851144298190956,1
Female,No Account,18.0,Existing Paid,Radio/Television,1126.0,Unknown,< 1 Year,> 35%,None,1 - 4 Years,Real Estate,21.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,803.0,Good,0.15151612657288543,0.8484838734271144,1
Female,>= 200 EU,12.0,Existing Paid,Radio/Television,1881.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,44.0,None,Rent,1,Unskilled Resident,< 3,Registered,Yes,Divorced/Separated/Married,Good,688.0,Good,0.14913300939835453,0.8508669906016457,1
Female,< 0 EU,12.0,Existing Paid,Car(New),1893.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,> 7 Years,Savings Agreement/Life Insurance,29.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,791.0,Good,0.35350870586106703,0.646491294138933,1
Male,< 0 EU,18.0,Existing Paid,Radio/Television,1345.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Real Estate,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,153.0,Good,0.31351636612937245,0.6864836338706279,1
Male,< 0 EU,30.0,None Taken,Business,8072.0,Unknown,< 1 Year,20% - 25%,None,4 - 7 Years,Car or Other,25.0,Bank,Own,4 or 5,Skilled Official,< 3,None,Yes,Single,Good,889.0,Bad,0.46957098717914747,0.5304290128208524,1
Male,< 0 EU,36.0,Existing Paid,Other,15857.0,< 100 EU,Unemployed,20% - 25%,Co-Applicant,4 - 7 Years,Car or Other,43.0,None,Own,1,Highly Qualified,< 3,None,Yes,Divorced/Separated/Married,Good,927.0,Bad,0.7377548461149411,0.26224515388505926,1
Male,No Account,60.0,Existing Paid,Car(New),6527.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,34.0,None,For Free,1,Skilled Official,>= 3,Registered,Yes,Single,Good,670.0,Good,0.35616921158120357,0.6438307884187964,1
Female,No Account,18.0,Delay Paid,Furniture/Equipment,1808.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Real Estate,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,740.0,Good,0.31538284376259307,0.6846171562374068,1
Female,No Account,12.0,Critical Account,Radio/Television,797.0,Unknown,>= 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,33.0,None,Own,1,Unskilled Resident,>= 3,None,Yes,Divorced/Separated/Married,Bad,949.0,Bad,0.44454580146770617,0.5554541985322938,1
Male,No Account,54.0,None Taken,Car(Used),9436.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,39.0,None,Own,1,Unskilled Resident,>= 3,None,Yes,Single,Good,895.0,Bad,0.5285068584448848,0.4714931415551151,1
Male,No Account,5.0,Existing Paid,Business,3448.0,< 100 EU,4 <= ... < 7 Years,< 20%,None,> 7 Years,Real Estate,74.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Single,Good,664.0,Good,0.11562775315467819,0.8843722468453216,1
Female,< 0 EU,24.0,All Paid,Car(Used),3632.0,< 100 EU,1 <= ... < 4 Years,< 20%,Guarantor,> 7 Years,Car or Other,22.0,Bank,Rent,1,Skilled Official,< 3,None,No,Divorced/Separated/Married,Good,821.0,Good,0.2961437066214899,0.7038562933785102,1
Female,< 0 EU,21.0,Existing Paid,Furniture/Equipment,3599.0,< 100 EU,4 <= ... < 7 Years,< 20%,None,> 7 Years,Car or Other,26.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,415.0,Good,0.17489535242682663,0.8251046475731734,1
Male,No Account,6.0,All Paid,Car(New),783.0,Unknown,1 <= ... < 4 Years,< 20%,Guarantor,1 - 4 Years,Real Estate,26.0,Stores,Own,1,Unskilled Resident,>= 3,None,Yes,Single,Good,766.0,Good,0.2241242588636392,0.7758757411363608,1
Male,No Account,39.0,Existing Paid,Car(Used),8588.0,100 <= ... < 500 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,45.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Good,480.0,Good,0.2240418176688629,0.7759581823311369,1
Male,0 <= ... < 200 EU,18.0,Existing Paid,Business,2622.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,34.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,493.0,Good,0.24184788874457663,0.7581521112554233,1
Male,0 <= ... < 200 EU,27.0,Existing Paid,Business,3915.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,36.0,None,Own,1,Skilled Official,>= 3,Registered,Yes,Single,Bad,545.0,Bad,0.4394572006260581,0.5605427993739419,1
Male,0 <= ... < 200 EU,30.0,Critical Account,Car(New),5234.0,< 100 EU,Unemployed,> 35%,None,1 - 4 Years,Car or Other,28.0,None,Own,2 or 3,Highly Qualified,< 3,None,Yes,Divorced/Separated/Married,Bad,230.0,Bad,0.7021591450921055,0.29784085490789447,1
Male,< 0 EU,30.0,Critical Account,Car(Used),6187.0,100 <= ... < 500 EU,4 <= ... < 7 Years,< 20%,None,> 7 Years,Car or Other,24.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,299.0,Good,0.31797225225455683,0.6820277477454431,1
Male,No Account,24.0,Existing Paid,Furniture/Equipment,929.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,31.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,501.0,Good,0.1826366835295196,0.8173633164704804,1
Male,< 0 EU,12.0,Existing Paid,Car(Used),3386.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,35.0,None,For Free,1,Skilled Official,< 3,Registered,Yes,Single,Bad,533.0,Bad,0.5078974531487687,0.4921025468512314,1
Male,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,1331.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Car or Other,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,591.0,Good,0.25392789013118067,0.7460721098688191,1
Male,0 <= ... < 200 EU,30.0,Delay Paid,Business,2503.0,100 <= ... < 500 EU,>= 7 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,41.0,Stores,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,460.0,Bad,0.46168239490457574,0.5383176050954243,1
Female,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1620.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,Co-Applicant,4 - 7 Years,Savings Agreement/Life Insurance,30.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,858.0,Good,0.32658895314560193,0.6734110468543981,1
Male,No Account,24.0,Delay Paid,Business,2375.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,44.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Single,Good,284.0,Good,0.20683849623164155,0.7931615037683585,1
Male,No Account,18.0,Critical Account,Car(Used),3229.0,Unknown,Unemployed,20% - 25%,None,> 7 Years,Unknown,38.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Good,532.0,Good,0.3053948399269438,0.6946051600730562,1
Female,No Account,12.0,Critical Account,Car(New),682.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Car or Other,51.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,364.0,Good,0.1640088494896445,0.8359911505103554,1
Male,No Account,48.0,Critical Account,Education,6110.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,4 - 7 Years,Unknown,31.0,Bank,For Free,1,Skilled Official,< 3,Registered,Yes,Single,Good,810.0,Good,0.26210758674067347,0.7378924132593265,1
Male,0 <= ... < 200 EU,12.0,Existing Paid,Car(New),6078.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,1 - 4 Years,Car or Other,32.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,206.0,Good,0.31056220243364996,0.68943779756635,1
Male,0 <= ... < 200 EU,12.0,Critical Account,Car(New),2366.0,500 <= ... < 1000 EU,4 <= ... < 7 Years,25% - 35%,None,4 - 7 Years,Car or Other,36.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,887.0,Good,0.3484221350043108,0.651577864995689,1
Male,0 <= ... < 200 EU,36.0,Existing Paid,Car(Used),9398.0,< 100 EU,< 1 Year,< 20%,None,> 7 Years,Car or Other,28.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Bad,771.0,Bad,0.5228398012569103,0.4771601987430896,1
Male,No Account,42.0,Critical Account,Furniture/Equipment,4041.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,36.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,733.0,Good,0.2133859588705612,0.7866140411294389,1
Male,< 0 EU,36.0,Existing Paid,Furniture/Equipment,2712.0,< 100 EU,>= 7 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,41.0,Bank,Own,1,Skilled Official,>= 3,None,Yes,Single,Bad,824.0,Bad,0.6188895075570539,0.3811104924429461,1
Male,No Account,24.0,Existing Paid,Furniture/Equipment,2835.0,500 <= ... < 1000 EU,>= 7 Years,25% - 35%,None,> 7 Years,Savings Agreement/Life Insurance,53.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,678.0,Good,0.21724226370535304,0.7827577362946466,1
Male,No Account,36.0,Existing Paid,Radio/Television,3595.0,< 100 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,347.0,Good,0.17188110522085598,0.8281188947791441,1
Male,No Account,18.0,Critical Account,Radio/Television,629.0,500 <= ... < 1000 EU,>= 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,32.0,Bank,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Single,Good,864.0,Bad,0.36630266831677,0.6336973316832301,1
Male,0 <= ... < 200 EU,6.0,Delay Paid,Furniture/Equipment,1050.0,< 100 EU,Unemployed,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,35.0,Stores,Own,2 or 3,Highly Qualified,< 3,Registered,No,Single,Good,840.0,Bad,0.4760445800657642,0.5239554199342358,1
Female,No Account,12.0,Critical Account,Radio/Television,1240.0,Unknown,>= 7 Years,> 35%,None,1 - 4 Years,Real Estate,38.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,211.0,Good,0.13957787138708147,0.8604221286129186,1
Male,No Account,36.0,Existing Paid,Business,7409.0,Unknown,>= 7 Years,25% - 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,37.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,727.0,Good,0.28850389226932777,0.7114961077306723,1
Male,No Account,9.0,Existing Paid,Radio/Television,2753.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,Co-Applicant,> 7 Years,Car or Other,35.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,782.0,Good,0.24507728206832613,0.7549227179316741,1
Female,No Account,15.0,Existing Paid,Furniture/Equipment,2221.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,20.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,582.0,Good,0.23234981648335842,0.7676501835166417,1
